NAME,CITY,COUNTY,STATE,LATITUDE,LONGITUDE,LINES,MAX_VOLT,MIN_VOLT,OWNER,TYPE,STATUS,source_dataset,lmp_avg,lmp_hub_spread,lmp_std,shadow_price_nearby,constraint_hours,CAPACITY_SCORE,TIER,ercot_bus_matched,match_confidence,data_source,score_timestamp,queue_hits,project_hits,upgrade_pressure,hosting_band,hosting_confidence,primary_limiter
Bootleg Substation,,,TX,30.994457,-102.2914862,1,345.0,34.5,Southern Power,transmission,IN SERVICE,OSM,16.709999999999997,2.9725000000000037,3.8902956185873587,0.0,0.0,88.59,AVAILABLE,"BTLG_1, EB_LINE_2, EB_LINE_8",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,300+,HIGH,unknown
Romney Substation,,,TX,32.2448282,-98.6739267,1,345.0,345.0,NextEra Energy,compensation,IN SERVICE,OSM,21.983333333333334,2.3008333333333333,9.623361096201203,0.0,0.0,87.47,AVAILABLE,"BB1E, BB1W, BB2E, BB2W",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,300+,HIGH,unknown
Solstice Substation,,,TX,30.9483202,-103.3617143,1,345.0,138.0,American Electric Power,transmission,IN SERVICE,OSM,15.718333333333335,3.9641666666666655,3.4765562696345023,0.0,0.0,87.02,AVAILABLE,"EB_30, LN_LINTERNA, LN_SGSA, LN_SLKSW, LN_SLKSW2, LN_SLKSW_2Y, LN_SLKSW_3Y, SOLSTICEL020, SOLSTICEL208, SOLSTICEL270, SOLSTICEL409, SOLSTICEL700, SOLSTICES409, SOL_1",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,300+,HIGH,unknown
Lon Hill Substation,,,TX,27.8438525,-97.6155988,1,345.0,69.0,American Electric Power,transmission,IN SERVICE,OSM,17.06152777777778,2.620972222222221,14.524431448446647,0.0,0.0,84.95,AVAILABLE,"LN_LON_HILL, LONHILL_0002, LONHILL_0007, LONHILL_0010, LONHILL_0012, LONHILL_2000, LONHILL_3346, LONHILL_3347, LONHILL_3348, LONHILL_3350, LONHILL_3358, LONHILL_3359, LONHILL_3362, LONHILL_3373, LONHILL_3378, LONHILL_6730, LONHILL_6860, LON_HILL_V_A, LON_HILL_V_B, LON_HILL_V_C, LON_HILL_V_D, LON_HILL_V_E, LON_HILL_V_F, WWKS_T_LINE",0.737,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,300+,LOW,unknown
Fermi Substation,,,TX,29.7697421,-100.7875274,1,138.0,34.5,Akuo,transmission,IN SERVICE,OSM,17.58,2.1025000000000027,4.55660958488775,0.0,0.0,83.64,AVAILABLE,"FERMI_LD1, FERMI_LN, FERMI_W1, FERMI_W2",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Coleto Creek Substation,,,TX,28.7168943,-97.2128424,1,345.0,138.0,American Electric Power,transmission,IN SERVICE,OSM,15.263333333333334,4.419166666666667,11.309196043553014,0.0,0.0,83.09,AVAILABLE,"COLETO_L_A, COLETO_L_K, COLETO_V_A, COLETO_V_B",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,300+,HIGH,unknown
Carlsbad Sub,,,TX,32.445269,-104.200344,1,230.0,115.0,,distribution,IN SERVICE,OSM,15.61,4.072500000000002,4.228510376007134,0.0,0.0,83.08,AVAILABLE,CBRT_L_A,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Yucca Substation,,,TX,30.9905365,-101.0773295,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM,17.209999999999997,2.4725000000000037,4.979849395313074,0.0,0.0,82.82,AVAILABLE,YUCCA_LD01,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Santiago Substation,,,TX,31.1162658,-100.5132428,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM,16.959999999999997,2.7225000000000037,4.021098900006859,0.0,0.0,82.77,AVAILABLE,"LGD_EB_LGD, LGD_EPS1, SANTIAGO_002, SANTIAGO_223",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Tomato Substation,,,TX,32.3450966,-99.2972192,1,138.0,0.012,Golden Spread Electric Cooperative,minor_distribution,IN SERVICE,OSM,16.73,2.9525000000000006,3.9429126290091694,0.0,0.0,82.4,AVAILABLE,"TOMATO1_BB, TOMATO2_BB",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Tippet Substation,,,TX,30.9921472,-102.1338353,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM,16.7,2.9825000000000017,3.8655530005420955,0.0,0.0,82.37,AVAILABLE,"EB1_0002, EB1_8509, EB1_8521, EB1_8531, L_TIPPET8_1Y",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Sirius Substation,,,TX,30.9821054,-102.2740698,1,138.0,34.5,Berkshire Hathaway Energy,transmission,IN SERVICE,OSM,16.656666666666666,3.0258333333333347,3.827171030309215,0.0,0.0,82.31,AVAILABLE,"EB_UN2, SI_LINE_EB, SI_UNIT1, SI_UNIT2, S_LOAD1_EB",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Jerry Substation,,,TX,31.2299962,-101.2993888,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM,16.651666666666667,3.0308333333333337,4.06318799302551,0.0,0.0,82.21,AVAILABLE,"JERRY, JERRY_B101",0.99,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Ozona Substation,,,TX,30.719174,-101.1997574,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,17.743333333333332,1.9391666666666687,4.799955728962508,0.0,0.0,81.76,AVAILABLE,"OZNA_L_A, OZNA_V_A, OZONA_LD02",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Keo Substation,,,TX,30.8184194,-102.3659149,1,138.0,34.5,BP,transmission,IN SERVICE,OSM,16.143333333333334,3.5391666666666666,3.8283608328717738,0.0,0.0,81.42,AVAILABLE,"EB_5040, KEO_4000",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Rachal Substation,,,TX,26.8901417,-98.1638131,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM,20.703333333333333,1.0208333333333321,14.871557865043371,0.0,0.0,81.4,AVAILABLE,RACHAL_L_A,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Baird City Substation,,,TX,32.4093367,-99.3866208,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,17.503333333333334,2.179166666666667,5.034722766283496,0.0,0.0,81.24,AVAILABLE,BAIRD_L_A,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Ocotillo Wind Substation,,,TX,32.1319887,-101.3938182,1,138.0,34.5,Duke Energy,transmission,IN SERVICE,OSM,15.985555555555557,3.696944444444444,3.679419489237096,0.0,0.0,81.2,AVAILABLE,"TNOCOTILO_X, TNOCOTILO_Y, TNOCOTILO_Z",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Martin Substation,,,TX,35.3820925,-101.5403726,1,115.0,115.0,,transmission,IN SERVICE,OSM,16.53333333333333,3.1491666666666696,4.450902530199166,0.0,0.0,81.16,AVAILABLE,MARTIN_EB,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Iraan Substation,,,TX,30.9104815,-101.8996602,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,17.286666666666665,2.3958333333333357,4.372196244451978,0.0,0.0,81.13,AVAILABLE,"EBDELE, IRAN_L_A, IRAN_V_A",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Divide Substation,,,TX,31.8695145,-100.7771803,1,345.0,345.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM,12.8,6.8825,5.576972358695636,0.0,0.0,81.07,AVAILABLE,"AUTO_DIVIDE, AVIATOR, DIVIDE_0014, DIVIDE_0015, DIVIDE_0028, DIVIDE_0353, DIVIDE_EPS1, DIVIDE_E_1, DIVIDE_E_12, T308",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,300+,HIGH,unknown
Riggins Substation,,,TX,31.0543937,-102.8510042,1,138.0,34.5,NRG Energy,transmission,IN SERVICE,OSM,15.813333333333333,3.8691666666666684,3.654794795881159,0.0,0.0,80.91,AVAILABLE,"RIGGINS_0001, RIGGINS_0003, RIGGIN_UN1",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Hargrove Substation,,,TX,31.3083107,-100.938971,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM,15.913333333333334,3.769166666666667,4.240829321410298,0.0,0.0,80.85,AVAILABLE,HARGRO_B101,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Nelson Sharpe Substation,,,TX,27.560471,-97.6688342,1,345.0,138.0,American Electric Power,transmission,IN SERVICE,OSM,14.841111111111111,4.84138888888889,15.228409671108505,0.0,0.0,80.79,AVAILABLE,"N_SHARPE_V_A, N_SHARPE_V_B, N_SHARPE_V_C",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,300+,HIGH,unknown
Hulldale Substation,,,TX,31.0049199,-100.5553795,1,69.0,12.5,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM,17.233333333333334,2.4491666666666667,4.974437991706534,0.0,0.0,80.79,AVAILABLE,HULD_L_A,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Page Field Substation,,,TX,30.7985235,-100.4642948,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,17.233333333333334,2.4491666666666667,4.974437991706534,0.0,0.0,80.79,AVAILABLE,PAGE_L_A,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Shamrock Substation,,,TX,34.853864,-100.2096328,1,138.0,69.0,Southwestern Electric Power Company; Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM,15.71,3.9725,3.5507343304891563,0.0,0.0,80.77,AVAILABLE,"EB_SR, SHAM_BESS1, SR_TL, SR_U1, SR_U2",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Hovey Substation,,,TX,30.9526276,-103.3614053,1,138.0,34.5,First Solar,transmission,IN SERVICE,OSM,15.693333333333335,3.989166666666666,3.645486935925022,0.0,0.0,80.7,AVAILABLE,"EB_LOAD, LINE_EB, UNIT",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Rusthill Substation,,,TX,31.4517257,-100.4248235,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM,15.610833333333332,4.071666666666669,3.6023766355341613,0.0,0.0,80.57,AVAILABLE,"CONCHO1KV_BS, CONCHO2KV_BS, HIGHLA_KV_BS, SACK_KV_BUS",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Bluffs Substation,,,TX,31.4355093,-100.5072218,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM,15.743333333333334,3.939166666666667,4.211143945928866,0.0,0.0,80.56,AVAILABLE,BLUFFS_L_A,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Cryo Substation,,,TX,31.0468014,-103.72069,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM,15.693333333333333,3.9891666666666676,4.209445727567151,0.0,0.0,80.48,AVAILABLE,CRYO_LD01,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Goliad Substation,,,TX,28.6621834,-97.3838348,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,19.233333333333334,0.4491666666666667,14.888485035982226,0.0,0.0,80.33,AVAILABLE,"GOLIAD_LD01, GOLIAD_LD02",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Barnhart Substation,,,TX,31.2981785,-101.1623452,1,69.0,69.0,Golden Spread Electric Cooperative; American Electric Power,distribution,IN SERVICE,OSM,16.903333333333332,2.7791666666666686,4.715933983139855,0.0,0.0,80.32,AVAILABLE,BARNHCV_K,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Alice Substation,,,TX,27.7298352,-98.0874594,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM,17.863333333333333,1.8191666666666677,14.328945355468418,0.0,0.0,80.22,AVAILABLE,"ALICE_L_A, ALICE_L_B, ALICE_V_A",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Flat Top Substation,,,TX,31.1995472,-103.3595185,1,138.0,138.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM,15.296666666666667,4.385833333333334,3.580675994796255,0.0,0.0,80.03,AVAILABLE,"FLATTOP_0400, FLATTOP_0500, FLATTOP_8132, TNFLATTOP_1V, TNFLATTOP_1W, TNFLATTOP_1X, TNFLATTOP_1Y, TNFLATTOP_1Z",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Crane Substation,,,TX,31.4098418,-102.3386148,1,138.0,69.0,American Electric Power; Lower Colorado River Authority,transmission,IN SERVICE,OSM,15.286666666666665,4.395833333333336,3.73218099775453,0.0,0.0,79.95,AVAILABLE,"CRANE_9, CRANE_9W, L_CRANE8_TA",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Clyde Substation,,,TX,32.4156708,-99.5044195,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,16.49,3.1925000000000026,3.8333692751938204,0.0,0.0,79.95,AVAILABLE,"CLYDE_L_A, CLYDE_V_A",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Sinton Substation,,,TX,28.0308611,-97.5125951,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,19.55333333333333,0.12916666666666998,17.67237745748998,0.0,0.0,79.78,AVAILABLE,"SINTON_L_A, SINTON_L_B, SINTON_V_A",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Church Substation,,,TX,32.3671438,-99.5255088,1,138.0,138.0,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM,15.299999999999999,4.382500000000002,4.24818784895395,0.0,0.0,79.77,AVAILABLE,CHURCH1_EB,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Mertzon Substation,,,TX,31.2597112,-100.8450737,1,69.0,69.0,Golden Spread Electric Cooperative; American Electric Power,distribution,IN SERVICE,OSM,16.53,3.1525,4.451415505207304,0.0,0.0,79.77,AVAILABLE,MERR_L_A,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Lynx Substation,,,TX,31.0718593,-102.3935068,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM,16.354444444444443,3.328055555555558,8.932310982449026,0.0,0.0,79.74,AVAILABLE,"EB_LPS1_EPS, LN_16TH_ST, LN_SPTREE, LYNXESS_ESR1, LYNX_LD1, LYNX_LN2, LYNX_WW2, LYRIO, LYTOM",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Faulkner Substation,,,TX,31.261031,-103.7931847,1,138.0,138.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM,15.049999999999999,4.632500000000002,3.6692565293613475,0.0,0.0,79.57,AVAILABLE,"BLT_FLK, TNFAULKNER1A, TNFAULKNER1P, TNFAULKNER1V, TNFAULKNER1W, TNFAULKNER1X, TNFAULKNER1Y, TNFAULKNER1Z",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Musquiz Substation,,,TX,31.2383707,-103.1582934,1,138.0,138.0,Texas-New Mexico Power,transmission,IN SERVICE,OSM,15.200000000000001,4.4825,4.330854419164885,0.0,0.0,79.56,AVAILABLE,MUSQUI_138_1,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Wolfcamp,,,TX,32.1617996,-103.8297394,1,115.0,115.0,,transmission,IN SERVICE,OSM,15.540000000000001,4.1425,4.234017005161884,0.0,0.0,79.51,AVAILABLE,WOLFCAMP_9,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Freer Substation,,,TX,27.9405117,-98.8683511,1,69.0,69.0,South Texas Electric Cooperative; American Electric Power,distribution,IN SERVICE,OSM,18.223333333333333,1.4591666666666683,12.822629410538228,0.0,0.0,79.39,AVAILABLE,"FREER_L_A, FREER_L_B, FREER_V_A",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Bobcat Hills Substation,,,TX,31.1050037,-102.2965739,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,16.150000000000002,3.532499999999999,4.281927136232002,0.0,0.0,79.18,AVAILABLE,BOBCAT_K,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Rankin Substation,,,TX,31.2179139,-101.9374979,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,16.150000000000002,3.532499999999999,4.281927136232002,0.0,0.0,79.18,AVAILABLE,RANK_L_A,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Tinsley Substation,,,TX,30.5658275,-100.6574902,1,,,,,IN SERVICE,OSM,17.58,2.1025000000000027,5.343098352079999,0.0,0.0,79.18,AVAILABLE,TINSLEY_LD01,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Puckett Substation,,,TX,30.6296616,-102.5483452,1,69.0,69.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM,16.143333333333334,3.5391666666666666,4.280237532349498,0.0,0.0,79.16,AVAILABLE,TNPUCKTFLD0Z,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Pecos Substation,,,TX,31.4295051,-103.4987029,1,138.0,138.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM,14.83,4.852500000000001,3.9219287346916456,0.0,0.0,79.08,AVAILABLE,"EB1_WPEC_EPS, PECOS_L1, PECOS_S1",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Lonestar Substation,,,TX,31.5942755,-103.2484104,1,138.0,138.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM,14.790000000000001,4.8925,3.7613374072142345,0.0,0.0,79.07,AVAILABLE,"EB_0082, EB_8096, EB_8097, LS_BESS, TNLONESTAR1P, TNLONESTAR1Q, TNLONESTAR1R, TNLONESTAR1S, TNLONESTAR1T, TNLONESTAR1U, TNLONESTAR1V, TNLONESTAR1W, TNLONESTAR1X, TNLONESTAR1Y, TNLONESTAR1Z",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Mason Substation,,,TX,30.7380387,-99.2341799,1,138.0,69.0,American Electric Power; Central Texas Electric Cooperative,transmission,IN SERVICE,OSM,14.806666666666665,4.875833333333336,3.9352477685655343,0.0,0.0,79.03,AVAILABLE,"MASON_8Y, MASON_LDXFR2, MASON_XFR3",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Lobo Substation,,,TX,27.5789332,-99.2756424,1,345.0,69.0,American Electric Power,transmission,IN SERVICE,OSM,12.991249999999999,6.691250000000002,11.625928034336633,0.0,0.0,78.99,AVAILABLE,"EB_AVANZADA, LN_CENIZO, LOBO1397, LOBO1398, LOBO1401, LOBO2002, LOBOL423, LOBOL585, LOBOS613, LOBO_1, LOBO_345_1, LOBO_B131_EB, LOBO_B132_EB, LOBO_EB01, LOBO_L801_EB, LOBO_TORR",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Pyote Substation,,,TX,31.4506038,-103.0980024,1,138.0,138.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM,14.726666666666667,4.955833333333334,3.8350541821087933,0.0,0.0,78.93,AVAILABLE,"PYOTE_8403, PYOTE_8423, PYOTE_8427, TNPYOTE___1V, TNPYOTE___1W, TNPYOTE___1X, TNPYOTE___1Y, TNPYOTE___1Z",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Vistron Substation,,,TX,28.5745707,-96.8330241,1,138.0,138.0,,industrial,IN SERVICE,OSM,16.486666666666665,3.1958333333333364,11.91673349298612,0.0,0.0,78.78,AVAILABLE,"EB_0185, EB_0195, VISTRON_2980, VISTRON_2982, VISTRON_E_1, VISTRON_E_2, VISTRON_K, VISTRON_KC, VISTRON_KT, VISTRON_TG1, VISTRON_TG2, VISTRON_V_B",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Bronco Substation,,,TX,33.3005596,-103.0589404,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,15.74,3.942500000000001,3.559183293156693,0.0,0.0,78.75,AVAILABLE,"ALP1, BEL1, EB_B061, EB_T0002, HMTN_TL1",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Lasso Substation,,,TX,30.4650044,-103.4753293,1,69.0,34.5,Solairedirect,transmission,IN SERVICE,OSM,15.74,3.942500000000001,3.6470775972002576,0.0,0.0,78.71,AVAILABLE,"LASSO_LOAD, LASSO_TLINE, LASSO_UNIT1",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Bishop Substation,,,TX,30.9045037,-95.8028353,1,138.0,69.0,Brazos Electric; American Electric Power,distribution,IN SERVICE,OSM,16.59,3.092500000000001,12.56813828695404,0.0,0.0,78.7,AVAILABLE,BISHOP_L_A,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Alpine Substation,,,TX,30.3556125,-103.6632475,1,69.0,69.0,American Electric Power; Rio Grande Electric Cooperative,distribution,IN SERVICE,OSM,15.723333333333333,3.9591666666666683,3.643696611958796,0.0,0.0,78.68,AVAILABLE,"ALPINE_L_A, ALPINE_L_B, ALPINE_V_A",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Wickett Substation,,,TX,31.5980443,-103.0212035,1,138.0,69.0,Texas-New Mexico Power,transmission,IN SERVICE,OSM,14.560833333333335,5.121666666666666,3.9397769928795707,0.0,0.0,78.6,AVAILABLE,"TNWICKETT_0T, TNWICKETT_0U, TNWICKETT_0Z, TNWICKETT_1V, TNWICKETT_1W, TNWICKETT_1X, TNWICKETT_1Y, TNWICKETT_1Z",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Potosi Substation,,,TX,32.3290469,-99.6230875,1,138.0,138.0,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM,14.683333333333332,4.999166666666669,4.61582423120003,0.0,0.0,78.55,AVAILABLE,EB_6314,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Abilene Aileen Substation,,,TX,32.4886637,-99.7002004,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM,14.676666666666668,5.005833333333333,4.620890967479467,0.0,0.0,78.53,AVAILABLE,AILEEN_L_A,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Wink Substation,,,TX,31.763284,-103.1628419,1,138.0,69.0,Texas-New Mexico Power,transmission,IN SERVICE,OSM,14.538888888888891,5.14361111111111,4.106079165226982,0.0,0.0,78.5,AVAILABLE,"TNWINK_1, TNWINK____1Y, TNWINK____1Z",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Albany Substation,,,TX,32.72364,-99.2926454,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,15.613333333333335,4.069166666666666,3.7225940776112916,0.0,0.0,78.46,AVAILABLE,"ALBANY_L_A, ALBANY_V_A",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Altuda Substation,,,TX,30.2357894,-103.4380096,1,69.0,69.0,Rio Grande Electric Cooperative,distribution,IN SERVICE,OSM,15.713333333333333,3.969166666666668,4.207996356145445,0.0,0.0,78.44,AVAILABLE,ALTUDA_L_A,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Espy Wells Substation,,,TX,30.5224145,-103.9269196,1,69.0,7.2,American Electric Power,distribution,IN SERVICE,OSM,15.71,3.9725,4.2082181502388885,0.0,0.0,78.43,AVAILABLE,ESPY_L_A,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Marfa Substation,,,TX,30.312318,-104.0167993,1,69.0,69.0,American Electric Power,distribution,IN SERVICE,OSM,15.71,3.9725,4.2082181502388885,0.0,0.0,78.43,AVAILABLE,MARFA_L_A,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,50-150,HIGH,station_limit
Gila Substation,,,TX,27.8197488,-97.4213144,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM,16.88,2.802500000000002,14.63820493605688,0.0,0.0,78.38,AVAILABLE,"GILA_0001, GILA_BUS1, GILA_BUS2, GILA_L153, GILA_L878, GILA_LD1, GILA_LD2, HIWAY_2_KV, LN_TORTUGA1, MAYO_1_KV, NUECES_EPS9",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Cantwell Substation,,,TX,27.8114012,-97.4443703,1,138.0,138.0,Valero,industrial,IN SERVICE,OSM,16.87,2.8125,14.729968269395263,0.0,0.0,78.33,AVAILABLE,"CANTWELL_K, CANTWELL_L_A, CANTWELL_L_B, CANTWELL_V_A, CANTWELL_V_B, CANTWELL_V_D, LE09, LE36",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Keystone Substation,,,TX,33.9830336,-96.006445,1,138.0,69.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM,14.536666666666667,5.145833333333334,4.743093224187497,0.0,0.0,78.24,AVAILABLE,TNKEYSTONE0,1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Morris Substation,,,TX,27.7843998,-97.4055884,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM,16.84,2.842500000000001,14.831829049081454,0.0,0.0,78.23,AVAILABLE,"MORRIS_L_A, MORRIS_L_B, MORRIS_L_C, MORRIS_L_D, MORRIS_V_A, MORRIS_V_B",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
Bunsen Substation,,,TX,27.7616781,-97.818324,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM,17.046666666666667,2.635833333333334,15.841495720627726,0.0,0.0,78.19,AVAILABLE,"BUNSEN_BUS1, BUNSEN_BUS2",1.0,local_zip,2026-04-16T02:57:59.364804+00:00,0,0,low,150-300,HIGH,unknown
